,author,comment,published_at
1292,@k-laxirn,ผมให้ 200mวิว,2025-04-08T12:01:02Z
1293,@Looknam_-uu2bq,หนวดน้ำนมน้อนกิตน่ารักมาก,2025-04-08T12:00:41Z
1294,@ddollydolly1730,อย่าตีกันนนนนน 😢,2025-04-08T12:00:39Z
1295,@MeenMN,ร้องไห้ ไม่รู้จะสงสารใครดี สงสารตัวเองก่อนเลย ฮือออออออ ปล.นางเอก mv น่ารักมากค่ะ ❤,2025-04-08T12:00:37Z
1296,@wmgtmdi9156,อย่าให้เวลากับสิ่งที่ทำให้เรารักตัวเองน้อยลง // 1 มาก่อน 2 แล้วทำไม 2 มีค่ามากกว่า 1,2025-04-08T12:00:34Z
1297,@mycity2690,ทุกครั้งที่ผมได้ฟังเพลงนี้ เธอคือคำมีสะมาโตมากๆขอให้สะมีทาวน์นะ😢,2025-04-08T12:00:11Z
1298,@khowjowwann539,antony,2025-04-08T12:00:03Z
1299,@multitintin7003,แฟนใหม่งานหนักอีกละ แต่ละเพลง 55555555,2025-04-08T11:59:48Z
1300,@hitler5338,อกหักอย่าเปิดฟังใกล้ งูจงอาง อันตรายมาก,2025-04-08T11:59:47Z
1301,@pataweepupae,Bentz&BM❤,2025-04-08T11:59:24Z
1302,@Sakamoto1-s1o,"6เดือนที่แล้ว เพลงรัก❤
วันนี้ รักใครไม่ไหว 😢",2025-04-08T11:59:23Z
1303,@bankpanz2499,วงที่เธอชอบปล่อยเพลงใหม่แล้วนะ☺️🩷,2025-04-08T11:59:17Z
1304,@firetiger1474,❤️‍🩹,2025-04-08T11:58:57Z
1305,@ปวีณาโมฆรัตน์-ฏ2ญ,ดีสุดๆ 😢❤,2025-04-08T11:58:56Z
1306,@มิ้นมิ้น-อ3อ,ชอบไอ้ตี๋ค่ะ,2025-04-08T11:57:44Z
1307,@ah1tawan,คิดถึงมาก ๆ เลย😢,2025-04-08T11:56:48Z
1308,@atta8638,มีเอนเครดิต เพลงต่อไปมาเลยย,2025-04-08T11:56:47Z
1309,@Quicksilverrrrr,ร้องไห้ตั้งแต่เริ่ม,2025-04-08T11:56:45Z
1310,@spkgamerCH,รอเธอที่เพลงนี้😁,2025-04-08T11:56:10Z
1311,@bawnamag-on4625,"เหมือนแต่งเพลงมาให้ผมเลยเห้อ
#รัก❤",2025-04-08T11:55:45Z
1312,@Ichawrock1331,❤❤,2025-04-08T11:55:37Z
1313,@aekkchai3242,ยังไม่ถึง2หมื่นวิว🖐️,2025-04-08T11:54:01Z
1314,@Rapunzellllllll,เจ็บแต่ต้องยอมจบ😭,2025-04-08T11:53:50Z
1315,@johnamino82,🎉🎉🎉🎉,2025-04-08T11:53:09Z
1316,@Tor_fr_lol,เพราะครับ ❤,2025-04-08T11:52:40Z
1317,@Duecncr,ปากบอกไม่เป็นไร แต่ใจไปไม่เป็นเลย :(,2025-04-08T11:51:55Z
1318,@พงศธรคงเพ็ชร-ล8ว,1ล้านไวๆๆ,2025-04-08T11:51:55Z
1319,@michaelmunro4897,"😢 another beautiful song from my musical geniuses...ขอบคุณครับ for everything, always... ❤🙏",2025-04-08T11:51:51Z
1320,@RCHannel,อันนี้ ต่อยกันจริง ป่าวครับ โทดๆ ผมอิน MV เกินไป,2025-04-08T11:51:44Z
1321,@Dragonite5934,ชื่อฟ้านี่ฮิตจริง😄,2025-04-08T11:51:11Z
1322,@borntobemyself8059,กำลังจะมูฟออนได้แล้ว ไม่น่ากดเข้ามาฟังเลย,2025-04-08T11:50:54Z
1323,@ProfessorOcean,"ผมเป็นคนหนึ่งที่ รักผญมากๆ ผญคนนั้นคนหนึ่ง พอได้ข่าวว่าเขามีแฟนแล้ว ผมเจ็บไหม เจ็บแต่ถ้าจุดนั้นเขา Happy มากๆผมยอมนะ มีตอนหนึ่งที่คุยกันว่าถ้าเจอคนที่ดีกว่านางก็อย่ามาจมอยู่กับนางเลยไปหาคนที่พร้อมรักเรากลับไหม ผมก็ไม่ไปไหนอยู่แล้ว
และแน่นอน ผมสารภาพรักกับเขามาแล้ว 7 ครั้งใน 3 ปี แล้วขอคบ ช่วงเทศกาลตลอด สมหวังไหม ก็ไม่ ผมก็คุยกันปกติกับนางต่อไปเรื่อย จนนางมาเมาท์ ให้ฟังว่า ชอบหนุ่มคนนู้นบ้างคนนี้บ้าง ให้ผมช่วยหาให้หน่อยว่า ผช ที่เขาแอบชอบโสดไหมบ้าง ชื่อไอจีอะไรบ้าง ผมก็ทำให้ก็หาให้อย่างยินดี และผมพอใจแล้วที่ได้รักคนแบบนางถึงจะไม่ได้สมหวัง แต่ต่อจากนี้ผมจะคอยดูแลนางต่อไปเรื่อยๆ ให้นางคิดว่ายังมีผมยืนอยู่ตรงนี้ และ ขอให้ทุกคนที่มาอ่าน สมหวังกันนะครับ",2025-04-08T11:50:52Z
1324,@naphatwalk4245,อยากให้ทำหนังสั้นเรื่องนี้เลยครับ เอ็มวีแค่5นาทีมันไม่พอจริงๆ,2025-04-08T11:50:52Z
1325,@slownset,อาจจะเป็นเพราะรักไม่ไหวแล้ว,2025-04-08T11:50:47Z
1326,@SssKskk-sn8lz,เพลงเพราะmvเศร้า แต่ใครมีวาปนางเอกมั้ยฮ้ะ,2025-04-08T11:49:59Z
1327,@flyingbirds7075,"Que increíble canción , es una nueva joya musical de Three Man Down, amo sus canciones. Éxitos.",2025-04-08T11:49:45Z
1328,@oshi9981,❤❤,2025-04-08T11:49:01Z
1329,@chanxd357,ฟังจบแล้วปล่อยเพลงใหม่ได้เลยครับ,2025-04-08T11:48:41Z
1330,@midnightshine1105,มันกินใจเกินไปมั้ยครับ ร้องไห้เลย T-T,2025-04-08T11:48:34Z
1331,@หนูเป็นแมว-ณ6ฎ,บ้างครั้งเพลงก็ไม่ได้มีไว้ให้ร้องตาม แต่มีไว้ให้ร้องไห้,2025-04-08T11:48:11Z
1332,@thanachop7397,หัวใจมีดวงเดียว จะแบ่งไปรักใครไหว คนเก่าจากไป เขาไม่ได้ไปแต่ตัว เขาเอาหัวใจเราไปด้วย,2025-04-08T11:47:45Z
1333,@anuchityb9731,บางคนบอกว่าการเวลาจะช่วยทุกอย่างแต่บางอย่างก็ยากเกินไป😢,2025-04-08T11:47:33Z
1334,@weas1892,พี่กิต vs พี่เต😂,2025-04-08T11:47:15Z
1335,@Ton21-Decem,การจบกันว่ายากแล้วแต่การห้ามใจไม่ให้คิดถึงยากมากเลยนะ 😢,2025-04-08T11:46:05Z
1336,@navaponboonyakhan3481,ซักซี้ด 2025,2025-04-08T11:45:54Z
1337,@ulysses6913,นางเอกยิ้มละลายเลยครับ,2025-04-08T11:45:21Z
1338,@onyx8927,จะมีคนใหม่ได้ไง ในเมื่อแกยังเป็นคนเดียวในใจเรา คนเดียวที่ดีที่สุดและรักมากที่สุด 😢,2025-04-08T11:45:01Z
1339,@นพปพลฤทธิโสม-ธ3ต,คิดถึงนะ โบว์,2025-04-08T11:44:29Z
1340,@stand-in2025,อย่าบอกว่าเธอร้ากกกกคนอื่นเล้ยยยย แฮร่!! คนละเพลง,2025-04-08T11:44:06Z
1341,@Tsukitomo114,"เพลงนี้เป็นเพลงที่ตรงที่สุดในชีวิตแล้ว 
เวลารักใครมันให้เค้าไปสุดเลย ไม่เคยเผื่อไว้เลย พอมาถึงตอนจบเป๋ไม่เป็นท่า พอจะลองรักตัวเอง เปิดใจให้คนใหม่ๆก็ไม่สนิทใจที่จะคบกับคนใหม่จริงๆ เพราะยังไม่สามารถลืมได้จริงๆ  สุดท้ายก็ไม่อยากทำร้ายคนอื่นด้วยการทำเหมือนเป็นตัวแทน แล้วก็กลับมาเศร้าเหมือนเดิมคนเดียว🥲",2025-04-08T11:43:41Z
1342,@arm_metha0018,🤍🙇🏻‍♂️,2025-04-08T11:43:38Z
1343,@sowhat6072,ชอบmv ค่ะ,2025-04-08T11:43:13Z
1344,@thananchaisunsri6649,ยังมีแค่เธอนะ 😢 ฉันจะเริ่มใหม่ยังไง,2025-04-08T11:43:11Z
1345,@nawaratsakultiansuang8212,"วงที่เราชอบ ปล่อยเพลงใหม่อีกแล้วนะ 
เศร้าจัง 🖤",2025-04-08T11:43:08Z
1346,@dxnkeybz,โอ้โห 😭,2025-04-08T11:42:51Z
1347,@ศิวัชผ่องราษี-ฐ9ฆ,ร้องเพลงอีกแล้วววคับบบ😢😢,2025-04-08T11:42:50Z
1348,@yanapatnoimuenwai2759,เพลงโคตรดี,2025-04-08T11:42:37Z
1349,@JNa_meun,ดีอีกเพลงค้าบบ ❤❤❤,2025-04-08T11:42:32Z
1350,@URL-s1j,❤❤❤,2025-04-08T11:42:28Z
1351,@SupakitKhunpiluk,ฟังจบแล้ว ปล่อยเพลงใหม่ได้🥰,2025-04-08T11:42:14Z
1352,@kinggodno1rz683,สวัสดีครับ พี่ๆThreemandown ผมเรียนอยู่นิวซีแลนด์ ตอนอยู่ไทยมีโอกาสดูพี่บ่อยมากแต่่พอตอนเริ่มทำอัลบั้ม3ผมไม่มีโอกาสดูวงพี่ๆแล้ว ผมคิดว่าถ้าอัลบั้ม3ออกน่าจะมีคอนใหญ่ ไม่ว่าจะยังไงผมจะไปดูคอนเสิร์ตใหญ่ครั้งที่2ของพวกคุณให้ได้ครับ ผมรอพวกคุณอยู่ที่ราชมังนะครับ🌃,2025-04-08T11:42:10Z
1353,@ThanakornMeechana,เต-กิต ใจเย็น555,2025-04-08T11:41:47Z
1354,@aeythy,วงใหม่เราโปรดเพลงปล่อยแล้ว,2025-04-08T11:41:43Z
1355,@mrmodivtv4079,เพราะมากเลยครับ😊😊❤❤,2025-04-08T11:41:35Z
1356,@beamkeb07,เพลงสุดมากครับ,2025-04-08T11:41:30Z
1357,@AmphonSukchaem-x7i,รักใครไม่ไหวแล้วเพราะMcCain ดีเพลงก็เพราะมากล้านวิวไปเลย🎉,2025-04-08T11:41:03Z
1358,@ThanakornMeechana,ชีวิตจริงอย่าวงแตกแบบนี้นะ😂,2025-04-08T11:41:01Z
1359,@Markeditor.,"เมษาเขาให้เล่นสงกรานต์
แต่ทรีแมนดาวน์เล่นกับน้ำตาอ่ะ 😢",2025-04-08T11:40:58Z
1360,@aeythy,จารตูนร้อยล้านวิวอีกแล้ว,2025-04-08T11:40:43Z
1361,@MalonSwift,มาแล้ว🎉,2025-04-08T11:40:32Z
1362,@Oumhipp,เมื่อไหร่จะได้ move on ดูแต่ล่ะเพลง,2025-04-08T11:40:29Z
1363,@meen_warissara,😭,2025-04-08T11:40:26Z
1364,@เบญญาภาบรรดาศักดิ์-ฉ5ฝ,🤍,2025-04-08T11:40:02Z
1365,@nxmmxn23,โคตรรรรรรเอา,2025-04-08T11:39:54Z
1366,@ThanakornMeechana,เชื่อเสมอว่าทรีแมนดาวที่ราชมังจะเกิดขึ้นในสักวัน,2025-04-08T11:39:53Z
1367,@jaynds,100 ล้าน,2025-04-08T11:39:28Z
1368,@mzala6800,เข้าไอจียังรออยู่,2025-04-08T11:39:15Z
1369,@Hallscoollnwza,"เพลงต่อไปต้องชื่อเพลงฟ้าแล้วแหละปู mv มาแบบนี้ ขอเดาไว้ก่อนถูกผิดไม่รู้ 
เพราะมีแผ่นdemoชื่อฟ้าอยู่ อาจจะเลอะเลือนหน่อย5555555",2025-04-08T11:39:04Z
1370,@marm0re9,เหมาะกับสงกรานมากเลยค่ะ มีน้ำตาประดับหน้า เปียกให้หมด,2025-04-08T11:38:55Z
1371,@ประสิทธิชัยแสงเพลิง,เพลงดีมากอะ😮,2025-04-08T11:38:55Z
1372,@fxng.fxam_,ฟังจบแล้ว ร้องไห้😢,2025-04-08T11:38:53Z
1373,@tunghv7605,ความรักไม่ได้หายไปไหน...แค่มันย้ายจากใจ ไปอยู่ในความทรงจำ ฮิฮิ้ววววว,2025-04-08T11:38:48Z
1374,@ajisai.xq00,ปล่อยเพลงใกล้สงกรานต์แบบนี้จะไปอยู่ใน Thai remix มั้ยคะ5555 แต่เพลงเพราะมากเลยค่ะ เสียงคือพาอินตามเลยทั้งที่ไม่ได้เศร้าหรืออะไร จุกในอกมาก ดีสุด ยกให้เป็นเพลงที่ฟังยังไงก็อินตามได้เลยค่ะ,2025-04-08T11:38:46Z
1375,@r.richhh,ลองแล้ว ลองใหม่ ลองอีกกี่ครั้ง จบด้วยรักใครไม่ไหว ~~😢,2025-04-08T11:38:40Z
1376,@nccom,เพลงเพราะมากครับ แต่ผู้กำกับเมื่อไหร่จะทำหนังงงงงง,2025-04-08T11:38:10Z
1377,@pongsapak586,รักเธอมาตลอดเกือบปี แต่เธอไม่เคยลืมคนเก่าได้เลย😊,2025-04-08T11:38:02Z
1378,@Panderrus,เดี๋ยวรอที่ราชมังนะ,2025-04-08T11:38:00Z
1379,@SomboonInmanee,ทันนน,2025-04-08T11:37:49Z
1380,@whaxnplxy9331,ขอบคุณthreemandownนะคะที่ไม่เคยทำให้ลืมแฟนเก่า,2025-04-08T11:37:46Z
1381,@p.tantisan,โคตรดีเลยพี่,2025-04-08T11:37:42Z
1382,@2123ภคพลถ,อกหักแล้วฟังเพลงเศร้าไม่ตายหรอกครับ ถ้าไม่อกหักใกล้งูจงอาง,2025-04-08T11:37:24Z
1383,@rattanachotthongpong129,กูจะไปรักใครไหว กูจะต้องเลือกทำไม ก็กูจริงจังมาตลอดเว้ย แต่ก็นั่นแหละ กูไม่มีสิทธิเลือกด้วยซ้ำ,2025-04-08T11:37:10Z
1384,@kai-dp3cg,"am i the only interfan here :(( anyways i cannot speak thai or write thai but i always enjoy your music !! this was a wonderful music, lyrics (that was translated) made me cry...and the ending was not what i was expecting.",2025-04-08T11:37:03Z
1385,@m.8280,ไม่กล้าไปเริ่มต้นใหม่กับใครเลย,2025-04-08T11:36:56Z
1386,@fxrm.mi.i,ชอบมาก,2025-04-08T11:36:40Z
1387,@BADBOY-vi1vg,ฟังจบแล้วครับต่อได้เลย,2025-04-08T11:36:34Z
1388,@krits_s,รู้สึกเหมือนจะมีเพลงต่อไปที่ต่อจากความรู้สึกนี้เลย,2025-04-08T11:36:03Z
1389,@kinggodno1rz683,ฟังจบแล้วปล่อยเพลงใหม่ได้เลยครับ,2025-04-08T11:35:57Z
1390,@garnmg351,ดูแล้วนึกถึง หนังซักซี๊ด ห่วยขั้นเทพเลย อารมณ์คล้ายๆกัน,2025-04-08T11:35:55Z
1391,@DogCat12123,ฟังจบแล้วครับเพลงต่อไปมา,2025-04-08T11:35:53Z
1392,@พิทยาถึงลาภ,ฟังจบเเล้วลงใหม่เลยค่ะะ,2025-04-08T11:35:51Z
1393,@timeiszero5186,"เพลงดีมากครับ ความหมายของเพลงดีมากครับมันซื่อๆและตรงๆกระแทกใจบวกกับพี่กิตร้องสื่ออารมณ์,ความรู้สึกและความหมายของเพลงออกมากระแทกใจมากครับแถมmvคือแสดงดีทุกคนครับสื่ออารมณ์สื่อความรู้สึกออกมาดีมากครับ ขอชื่นชมทุกคนที่เกี่ยวกับเพลงและmvเลยครับผมฟังและดูmvคือร้องไห้หนักมาก🥹🥲 ปล.mvทำออกมาพีคมากแถมจบปลายเปิดเหมือนมีภาคต่อเลยครับ",2025-04-08T11:35:34Z
1394,@Ststark-yj5co,Three man down ชื่อนี้ไม่มีเสีย เพราะทุกเพลงจริงๆ Respect,2025-04-08T11:35:34Z
1395,@onnicha2541,"เธอคงคิดว่าฉันนั้นลืมไปแล้ว
และเธอก็คงไม่รับรู้เลยใช่ไหม ว่าทั้งใจของฉันไม่กล้าไปเริ่มใหม่😢",2025-04-08T11:35:29Z
1396,@IndieBearr,❤,2025-04-08T11:35:28Z
1397,@girl-YYY,😟ดีมากกกกกก,2025-04-08T11:35:24Z
1398,@chnspopper7565,เพลงดังแน่ เพราะคนไทยคิดถึงคนเก่าเกินครึ่งประเทศ😂,2025-04-08T11:35:07Z
1399,@user-sz7ie8fq1j,เราคิดว่าเราผ่านมันมาได้แล้ว แต่สุดท้ายเรารักใครไม่ไหว เพราะเธอมันยังจมในความรู้สึก😭,2025-04-08T11:34:56Z
1400,@นิดยอดมนุ,จริงๆแล้วกิตชอบเตใช่ไหม,2025-04-08T11:34:42Z
1401,@Kissmas-n9y,เเต่ละเพลงของวงช่วงนี้คือไม่อยาก Move on เหรอรึยังไง😢😢,2025-04-08T11:34:29Z
1402,@nichapa.b,"ทำเพลงให้ร้องตาม ไม่❌
ทำเพลงให้ร้องไห้ ใช่✅😭",2025-04-08T11:33:52Z
1403,@kullaphatkdb1793,จบไปนานแล้วแต่ตัวของฉันยังไม่กล้าไปรักใครเลย🥲,2025-04-08T11:33:46Z
1404,@นายมานะครับบางวันก็ไม่มา,"ทั้งที่มันก็นานแล้ว จบไปนานแล้ว
และที่ตรงนี้ฉันยังไม่ลืมเธอ",2025-04-08T11:33:44Z
1405,@happybirthday478,ยังมีเพียงเทอคนเดียวในใจ,2025-04-08T11:33:39Z
1406,@ariscoco6099,08/04/2025 18.30 น.,2025-04-08T11:33:37Z
1407,@toranongkuntiya7911,ไม่กล้าไปรักคนอื่นเลย 🥲,2025-04-08T11:33:22Z
1408,@YoDNaZa-fv4oq,Mv ตรงกลับชีวิตผมเลยแฟนเสียเพราะรถชน😭😭😭,2025-04-08T11:33:04Z
1409,@Pongsakakesinerm,โคตรเพราะ โดนใจสุดๆ❤,2025-04-08T11:32:35Z
1410,@moharu_channel2260,ว่าแต่ กีตาร์พังมั้ยครับ โยนขนาดนั้น😂,2025-04-08T11:32:33Z
1411,@balaho1,โอ้ววววว,2025-04-08T11:32:16Z
1412,@moharu_channel2260,MV คือทำแบบจึ้งมากเลย ต้องวนฟังอีกรอบ ดูอีกรอบเลย เนื้อหาเพลงนี่คือตรงกับชีวิตมากเลย รักใครไม่ไหวเลยจริงๆ ไม่กล้าเริ่มต้นใหม่กับใครหรอก เพราะแกดีที่สุดในชีวิตเราแล้ว ถ้าเราไปเห็นภาพบาดตาบาดใจแบบนั้น มันยิ่งทรมานหัวใจ ยิ่งคนๆนั้นที่แกอยู่ใกล้คือเป็นเพื่อนของเรา แม่งโคตรหักหลังกันเลยจริงๆ อินมากเลยครับพี่ๆ กินใจสุดๆ ทิชชู่หมดไป 2 โหลแล้วครับ🩶 #threemandown #รักใครไม่ไหว,2025-04-08T11:31:57Z
1413,@PorscheAds.14,แค่แจ้งเตือนเข้าก็เพราะแล้วครับ,2025-04-08T11:31:49Z
1414,@4P-kh3dp,ชีวิตจริงอย่าทะเลาะกันแบบนี้นะ😂,2025-04-08T11:31:43Z
1415,@nanthita.y19,ได้กลิ่นความแมสสสส เพลงนี้มาแน่!!!! 🎉🎉,2025-04-08T11:30:59Z
1416,@natnichasawangthit1652,❤❤❤,2025-04-08T11:30:56Z
1417,@wat98989,❤❤❤,2025-04-08T11:30:43Z
1418,@Thatchai_i,เศร้ากินใจไตวายกันพอดี😢,2025-04-08T11:30:38Z
1419,@siankimcasier6946,ก็นะ,2025-04-08T11:29:47Z
1420,@knabbbbb,ฟังจบเเล้วปล่อยเพลงใหม่ได้เลยครับ😂😂,2025-04-08T11:29:40Z
1421,@catchuju,สงกรานต์สาดน้ำตา 😢,2025-04-08T11:29:27Z
1422,@Axpqizx,ปัก,2025-04-08T11:29:22Z
1423,@7j592,✌️💚,2025-04-08T11:29:12Z
1424,@AoneaSama,เพลงนี้เอาท็อปชาร์จไปเลย,2025-04-08T11:28:37Z
1425,@wang-ic5kw,อกหักทิป😢,2025-04-08T11:28:05Z
1426,@pw8609,ร้องตามได้แล้วค่ะ🥹🩷,2025-04-08T11:28:01Z
1427,@wichan02,ตรงกับความรู้สึกเกิน ร้องไห้ตายแบบนี้,2025-04-08T11:27:05Z
1428,@ShinobiShyman,💚,2025-04-08T11:27:05Z
1429,@RiwPhiraphatloedaudomdet,ฟังจบแล้วครับ ลงเพลงใหม่มาได้ครับ 🔥❤️,2025-04-08T11:26:56Z
1430,@fbfpdkfbxkdmbgxjjshhkdh0,"เธอคงคิดว่าฉันนั้นลืมไปแล้ว
และเธอคงไม่รับรู้เลยใช่ไหม
ว่าทั้งใจของฉัน...(ยังคงมีได้แต่เธอ)
#เขียนเนื้อเพลงแบบนิออกมาฆ่ากันชัดๆ T_T",2025-04-08T11:26:42Z
1431,@เบียร์อยากทํามอนเทจ,เห็นMVเพลงแล้วใจไม่ค่อยดี,2025-04-08T11:26:37Z
1432,@zzzwrs,โคตรจะเทส โคตรจะทรีแมนดาว,2025-04-08T11:26:30Z
1433,@auactart6656,Cocktail คือวงที่เพลงใหม่มาต้องดูทันที งั้นผมก็คงต้องทำแบบเดียวกันกับ three man down,2025-04-08T11:26:22Z
1434,@nnnttpppsssssss,ฟังจบแล้ว ปล่อยเพลงใหม่ได้,2025-04-08T11:26:04Z
1435,@aeythy,ปล่อยเพลงใหม่รัวๆแบบนี้ มีคอนใหญ่แน่ๆ,2025-04-08T11:25:59Z
1436,@CrYsIss16,ก็คงได้แต่คิดถึง 😅,2025-04-08T11:25:46Z
1437,@kanna0319X,ไม่ได้อยากให้กลับมาแต่ก็ไปรักใครไม่ไหวจริงๆ :-),2025-04-08T11:25:13Z
1438,@m78faga54,พึ่งมูฟออนได้ไม่กี่วัน สรุปมาเจอเพลงนี้ กลับเดี้ยงเหมือนเดิม,2025-04-08T11:25:03Z
1439,@onnicharasaelim8393,มันไม่มีใครอยากอยู่เพื่อเสียใจไปตลอดหรอก แต่มันแค่ไม่อยากเริ่มใหม่เท่านั้นเอง,2025-04-08T11:25:01Z
1440,@khiensyoutthachack8749,ທັນນນ,2025-04-08T11:24:52Z
1441,@kanyaratthaew1420,😢❤,2025-04-08T11:24:48Z
1442,@ittichaithongnoi5978,ได้เวลาเสร่อ ส่งไปให้คนเก่าา,2025-04-08T11:24:47Z
1443,@Mimilky1995,ดีทุกเพลง ❤,2025-04-08T11:24:30Z
1444,@chalermphong2000arttt,ฟังจบเเล้ว ปล่อยเพลงเศร้าอีกได้เลยครับ 🥲,2025-04-08T11:24:08Z
1445,@อาร์มมี่ที่รักส์,มันกำลังดีเลยใช่มั้ย😢,2025-04-08T11:24:07Z
1446,@jawch4295,เพราะมากครับ👏🏻👏🏻,2025-04-08T11:24:06Z
1447,@FuJiKa_Fame,😂,2025-04-08T11:24:02Z
1448,@xnxxan4571,ใครชอบใครนะ,2025-04-08T11:23:34Z
1449,@oilly3849,รักใครไม่ไหวขอนอนก่อนง่วง,2025-04-08T11:23:30Z
1450,@ลุงลิ้น-LoongLync,เพราะมาก ที่อินเดียวัยรุ่นเค้าฟังกัน 🎉🎉,2025-04-08T11:23:27Z
1451,@สมลาภรจนากร-อ6น,เพราะชิบหาย,2025-04-08T11:23:10Z
1452,@nutzthenutz4243,รักใครไม่ได้แล้วจริงๆ 5-6 ปี ที่ผ่านอะไรกันมามันลืมไม่ลงจริงๆ ยังจำทุกอย่าง จำได้ทุกที่ๆไปด้วยกัน พี่รักเธอนะฝน 🔒❤️🌧,2025-04-08T11:22:43Z
1453,@punpuntanapon6082,เพลงค่ตตรงเลยพรี่,2025-04-08T11:22:38Z
1454,@วรเมธสาดา-ช6ภ,ทรีเเมนดาวดีทุกเพลงจริงๆ ฟังเเล้วลงเพลงใหม่ได้เลยงับบบ,2025-04-08T11:22:28Z
1455,@aommejaa,20 นาทีคนดูหมื่นกว่า,2025-04-08T11:22:27Z
1456,@Patynya,"มาฟังเพลง❎️
มาอ่านคำคม✅️",2025-04-08T11:22:26Z
1457,@fameza0011,2568 ยังฟังอยู่❤,2025-04-08T11:22:20Z
1458,@porntipkeawpila247,"ทั้งที่มันก็นานแล้ว จบไปนานแล้ว
และที่ตรงนี้ ไม่มีใครแล้ว
แต่ทำไมตัวของฉัน

ถึงไม่กล้าไปรักคนอื่นเลย รักใครไม่ไหว
ยังมีแค่เธอ ยังมีเพียงเธอ คนเดียวในหัวใจ
นับต่อจากนี้ ไม่รู้ว่าอีกนานแค่ไหน
กว่าที่ฉัน จะกล้าไปเริ่มใหม่",2025-04-08T11:22:19Z
1459,@Kkxnyanx,ไม่เคยทำให้ผิดหวังเลยจริงๆ🫶🏻,2025-04-08T11:21:56Z
1460,@KitQcz,ชอบมากครับ,2025-04-08T11:21:55Z
1461,@cherlynnyl,พี่ตูนแต่งเพลงโคตรเก่งเลย ภูมิใจสุด ๆ เพลงดีทุกเพลงเลย❤,2025-04-08T11:21:54Z
1462,@ShaDow-hh2us,ความรู้สึกของผมตอนนี้ เพลงนี้อธิบายไปหมดทุกอย่างแล้ว😢,2025-04-08T11:21:48Z
1463,@weerapariyakumram4339,มันเจ็บสุดตรงที่เคยลองแล้วนี่แหละ แต่ก็ไม่มีใครสู้เธอได้เลย แล้วเราจะไปรักใครไหวได้ละ,2025-04-08T11:21:43Z
1464,@thanitparakull5477,Ep2ต้องเข้า555,2025-04-08T11:21:13Z
1465,@wanchaneesarthor352,"ลองแล้ว ฉันเคยลองเริ่มใหม่
เคยลองให้ใครเข้ามา เพื่อแทนที่ของเธอ
แต่ก็ไปไม่ไกล เหมือนว่าหัวใจของฉัน ยังคงมีแค่เธอ 
ทั้งเพลง ท่อนนี้แทนทุกคำพูดทุกความรู้สึกของคนๆนึงที่พยายามเปิดใจแต่ไม่มีใครแทนที่เขาได้เลย 🤍",2025-04-08T11:20:57Z
1466,@GOTXGOTZ,แล้วใครอยากเริ่มใหม่วะ 😢😢,2025-04-08T11:20:55Z
1467,@tituchsirikan.8112,เพลงจบแล้ว น้ำตาเมื่อไรจะหยุด,2025-04-08T11:20:50Z
1468,@Tripleace_7,ก่อน 1M,2025-04-08T11:20:49Z
1469,@SirawitSengmee,เพราะมากครับ,2025-04-08T11:20:26Z
1470,@Firszboy,ชอบซาวด์เพลงนี้มากครับ ละมุนตุ้นหุนมาก 🎧,2025-04-08T11:20:18Z
1471,@pattrawutkanjad6012,สุดอีกเพลง MV ก็สุดไปอีก และหยุดที่ทำให้คาใจ ปล่อยเพลงใหม่ ได้เลยครับบ,2025-04-08T11:20:12Z
1472,@2xxxt,ตรงทุกท่อน😣 ชอบเพลงนี้มาก,2025-04-08T11:20:12Z
1473,@Chachaaa888,“ คนเราจะมีคนนึงที่อยู่ในใจ...ต่อให้นานแค่ไหนก็จะไม่มีวันลืม ต่อให้มีใครเข้ามาให้รักมากมาย แต่แมร่งก็ยังเปนคนในใจตลอดไป”,2025-04-08T11:19:47Z
1474,@PRPHAT11,2028 ยังฟังเพลงนี้อยู่,2025-04-08T11:19:39Z
1475,@GTNZz,100ล้านวิว ต้องมีเพลงดีเพลงนี้😊,2025-04-08T11:19:06Z
1476,@Mkkkalksjd,😢😢ชอบมากกเศร้าไม่ไหว,2025-04-08T11:18:57Z
1477,@pw8609,มาแล้ววววว วงโปรดที่สุดในใจ🩷,2025-04-08T11:18:51Z
1478,@virponfluk,รอฟังร้านนะครับ🍺,2025-04-08T11:18:49Z
1479,@ขนมปังแตงโมน้ําปลาหวาน,เพลงนี้ไลค์เกิน2หมื่นแน่นอนครับจากใจคนที่ยังไม่กด,2025-04-08T11:18:37Z
1480,@naitaychannel638,เพราะตั้งแต่ชื่อวงแล้วค่ะ,2025-04-08T11:18:19Z
1481,@ปวีณาแผลงสูงเนิน-ส5พ,😅😅😢,2025-04-08T11:18:04Z
1482,@OaklandGame,ทุกวันนี้ผมยังไม่กล้าเปิดใจให้คนอื่นเลย เพราะผมยังลืมเขาไม่ได้เลย ในใจผมมีแต่เขาคนเดียวจริงๆ😢,2025-04-08T11:18:04Z
1483,@nothingjustmeowmeow104,แค่แจ้งเตือนก็เพราะแล้ว,2025-04-08T11:17:55Z
