,author,comment,published_at
983,@น้ําฝนวรสุข-ฅ8ณ,จบไปนานละทำไม เรายังรักแค่แกอะ แว่น รักแค่แกคนเดียว,2025-04-08T15:15:45Z
984,@mizunozamoshe,❤❤❤❤,2025-04-08T15:12:55Z
985,@stokerneverdie4258,𝐹𝑒𝑒𝑙 𝑠𝑢𝑐𝑘𝑠𝑒𝑒𝑑𝑑𝑑❤,2025-04-08T15:12:50Z
986,@mittapharbpouratano7630,FC จาก ส ป ป ลาว 🇱🇦,2025-04-08T15:12:03Z
987,@jupitersrpm9952,ชื่อเยอะแยะมากมาย ดันชื่อตรงอีก 5555555555 ซึมเลยกู,2025-04-08T15:11:31Z
988,@babycarrot-t3t,คนตรงนี้ยังรักใครไม่ไหว แต่คนตรงนั้นไปรักคนอื่นแล้ว😢,2025-04-08T15:10:54Z
989,@น้ําฝนวรสุข-ฅ8ณ,รักแกนะ แว่น เรารักใครไม่ได้อีกแล้ว,2025-04-08T15:10:44Z
990,@mosjanuaryy2796,ฟังจบแล้ว ปล่อยเพลงใหม่ได้,2025-04-08T15:10:28Z
991,@teerakarnpaengthaisong3140,TMD เพลงแต่ล่ะเพลงแม่งโดนใจจริงๆ,2025-04-08T15:09:12Z
992,@Mrone-tz4wp,ยังไม่ทันหายโกรธ… เธอก็หายไปจากโลกนี้เเล้ว,2025-04-08T15:07:09Z
993,@jeanpemika1123,งู้ยยอกหักดีย์จังงงง🩷,2025-04-08T15:05:44Z
994,@ราเชนทร์แสงเดชะ-ฮ9ป,รักใครไม่ไหวจริงๆตอนนี้ ลองคบ คนอื่นแล้ว มัน ก็รักเค้าไม่ได้จิงๆๆ😢😢😢,2025-04-08T15:04:31Z
995,@Chalitanoon2301,"ฟังเพลงแล้ว
ร้องตาม✖️
ร้องไห้☑️",2025-04-08T15:01:11Z
996,@yoraltt5284,ทั้งที่ที่ตรงนี้ไม่มีใครแล้ว ทำไมตัวฉันถึงไม่กล้าไปต่อ ทำไมยัง“รักใครไม่ไหว”,2025-04-08T15:01:01Z
997,@pkond2828,ซึมจัด,2025-04-08T14:59:48Z
998,@natdanaiboonsom8331,ติดหูชิบหายเลย,2025-04-08T14:58:00Z
999,@Jannutcha,🖤 ร้องไห้ไปเลยแม่,2025-04-08T14:57:35Z
1000,@torfunz3516,เหมือน TMD เริ่มตื่นขึ้นจากก่อนเป็นปีศาจที่สะลึมสะลือมานาน ชอบแนวเพลงนี้มากๆ,2025-04-08T14:56:02Z
1001,@voranartsirisubsoontorn,ทุกวันนี้ได้แต่ สร้างสุขไปกับการดูคนร้องรำทำเพลงเต้นแรงเต้นมันส์   แต่ตัวเองไม่มีความอยากร้องหรือเต้นเอง ไม่รู้เพราะอายุมากแล้ว ปะคะ อิอิ😮😮😮,2025-04-08T14:56:01Z
1002,@piyanuchk2282,ถ้ารู้ว่าการรักใครสักคน มันต้องทุกข์ทนอย่างนี้ ฉันก็คงไม่รักใคร (';,2025-04-08T14:55:10Z
1003,@เมธาสิทธิ์ทาโสม-ค7ฐ,เพลงโดนเส้นจัดเลย😢,2025-04-08T14:55:04Z
1004,@สมชายลีทอง-ฑ5ฝ,ผมที่ฟังจบแล้ว เพลงต่อไปเลยคับ,2025-04-08T14:54:35Z
1005,@ครัวคนบาป,เทอก็คือเทอนะไม่ว่าจะทำอะไรให้เราเสียใจเราก็ยังให้อภัยเทอเสมอไม่มีใครมาแทนเทอได้นะ🥺,2025-04-08T14:52:04Z
1006,@ploysupaporn,ผมเกลียดพี่ก่เพลงนี้แหละ โดนมากตอกย้ำสุดๆๆ,2025-04-08T14:51:30Z
1007,@primmmmm8162,😢,2025-04-08T14:49:41Z
1008,@LUKEVAYO,❤️❤️❤️❤️,2025-04-08T14:49:29Z
1009,@sengsenggirlz,ร้องไห้จบแล้วปล่อยเพลงใหม่ได้เลยค่ะ!!,2025-04-08T14:49:17Z
1010,@JaUn0805,เราสามารถตบะแตกทักไปหาคนเก่าเพราะอยากส่งเพลงนี้ให้เขาได้มั้ยคะ 🥹,2025-04-08T14:49:16Z
1011,@SENJURAInk,ยังมีแค่เธอคนเดียว ที่พิเศษที่สุดสำหรับเรา ถึงเธอจะไม่ได้อยู่ข้างๆเราแล้ว แต่เราสัญญาได้เลยนะ ว่าเราจะอยู่ข้างๆเธอตลอด เราไปรักใครไม่ได้อีกแล้ว นอกจากเธอ เรารอเธออยู่เสมอนะ หันมาเมื่อไหร่ก็จะเจอเราอยู่ที่เดิมเสมอนะ ไม่เคยลืมม ❤🥲,2025-04-08T14:48:26Z
1012,@garmpoo6654,เอาลงไอจียังคะ หนูจะเอาไปลงสตอรี่แล้ว😢,2025-04-08T14:48:25Z
1013,@Yooook.,พอจะเริ่มใหม่ มันก็กลัว กลัวที่จะเป็นแบบเดิม ไม่ใช่ว่าไม่ลืมคนๆนั้นอ่ะ มันลืมไปแล้ว แต่แค่ไม่กล้าจะออกเส้นที่ขีดไว้เพื่อป้องกันตัวเอง วันที่ที่อย่างมันพังทลาย มันเหมือนแทบไม่อยากเดินต่อเลยนะ,2025-04-08T14:48:19Z
1014,@เมธาวีดวงกมล,🥺,2025-04-08T14:48:15Z
1015,@thawatchaipakwan8502,อดีตมันไม่จางหายไป มันก็ยังวนเวียนอยู่ในหัว ทำใจให้ไปรักใครสุดท้ายมันก็ยังคงมีผลต่อเราเสมอ มีแค่น้ำตาที่พอจะช่วยบรรเทา,2025-04-08T14:48:12Z
1016,@KunOat-v8c,รักใครไม่ไหว นอกจากรักตัวเองแล้วจริงๆ,2025-04-08T14:47:43Z
1017,@anuwatpimparat2510,ขอให้เธอมีความสุขกับคนที่เธอรักนะ🤍,2025-04-08T14:46:27Z
1018,@Nattapon-d4d,ตอนท้ายนี่เพลงใหม่ปะครับ🤣,2025-04-08T14:45:44Z
1019,@kowigpradabsri1433,🥹🥹🥹,2025-04-08T14:44:59Z
1020,@mbrhacker,ตรงกับเรามาตอนนี้ ไม่รู้ว่าจะรอไปทำไม รู้อยู่แล้วว่าเธอจะไม่กลับมา😢,2025-04-08T14:42:41Z
1021,@saisaimedsai,เพลงรักมีกี่เพลงตอบ!!😂❤|||,2025-04-08T14:42:38Z
1022,@suayshiphaii,แงงงง เพลงดีมากกก เอาอีกๆๆๆๆ,2025-04-08T14:40:46Z
1023,@Guy-wf1qp,แต่ละเพลงออกมาโดนๆทั้งนั้น จากใจที่อยู่คอนโดเดียวกับพี่😊ผมโครตเอฟซีพี่กิตเลยวะ🙏🏻🙏🏻🙏🏻,2025-04-08T14:37:27Z
1024,@aofaekarin9538,ก็เพราะทุกเพลงไปเลยสิครับ😂,2025-04-08T14:36:42Z
1025,@3xlin_dzz,ฟังในยูทูปจบแล้ว เอาเข้าไอจีต่อได้เลยค่ะ,2025-04-08T14:36:11Z
1026,@คิดถึงปู่ชิว,รักพี่กิตรอคอนใหญ่,2025-04-08T14:35:30Z
1027,@AUT0B0TsPICK,เมโลดี้ ดีเหมือนเคย เพราะสุดๆ,2025-04-08T14:34:33Z
1028,@gxhp-w,ที่ผ่านมา หนูยังร้องไห้ให้เพลงวงพี่ไม่พออีกหรอคะ,2025-04-08T14:33:56Z
1029,@natthawutp-243,ใช่ เมื่อก่อนไม่เห็นจริงจังแบบนีี้เลย 😢,2025-04-08T14:33:48Z
1030,@ROMEO.Thailand-only,เจ็บที่สุด คือการที่เขาลืมเราไปแล้ว แต่เรายังไม่เคยลืมเขาได้เลย,2025-04-08T14:33:14Z
1031,@Champtk_145,ฟังแล้วน้ำตาจิไหลลลล...เพลงโคตรดีเลย 😄🥹👍🏻,2025-04-08T14:32:29Z
1032,@jaroonrotphokhonwongoffici2013,คนแรกครับ,2025-04-08T14:32:12Z
1033,@luckk_si,ไม่กล้าไปรักคนอื่นเลย,2025-04-08T14:29:50Z
1034,@ชรินญาอุทัยสา,🥺,2025-04-08T14:29:31Z
1035,@VARFeeling,"ผู้หญิงหน้าคล้าย
โชแชงในแฮร์รี่เลยนะ",2025-04-08T14:28:38Z
